ticket_id,customer_id,match_id,ticket_type,purchase_date,quantity,unit_price,total_revenue,section,discount_code,sales_channel
T0001031,C001571,M001,Season Ticket,2025-01-25,1,23.01,23.01,Supporters' End,MEMBER,Online
T0001032,C000643,M001,Season Ticket,2025-01-10,3,24.09,72.27,Supporters' End,MEMBER,Mobile App
T0001033,C002377,M001,Single Match,2025-01-07,2,32.69,65.38,Supporters' End,,Mobile App
T0001034,C002042,M001,Single Match,2025-03-03,2,42.58,85.16,West Sideline,WELCOME,Online
T0001035,C001629,M001,Single Match,2025-02-10,2,43.86,87.72,East Sideline,,Online
T0001036,C002332,M001,Season Ticket,2025-01-09,1,33.72,33.72,West Sideline,MEMBER,Online
T0001037,C003020,M001,Single Match,2025-03-03,3,32.99,98.97,Supporters' End,,Online
T0001038,C001269,M001,Season Ticket,2025-02-25,3,32.42,97.26,West Sideline,MEMBER,Box Office
T0001039,C001017,M001,Season Ticket,2024-12-30,3,41.84,125.52,Club Level,MEMBER,Mobile App
T0001040,C002315,M001,Season Ticket,2024-09-29,2,31.81,63.62,East Sideline,MEMBER,Mobile App
T0001041,C000453,M001,Premium,2025-03-02,1,187.02,187.02,Fieldside,,Mobile App
T0001042,C000151,M001,Group,2025-02-12,20,18.04,360.8,North End,GROUP15,Box Office
T0001043,C000334,M001,Single Match,2025-01-23,1,32.07,32.07,Supporters' End,,Sales Representative
T0001044,C002889,M001,Season Ticket,2025-03-05,2,32.09,64.18,East Sideline,MEMBER,Mobile App
T0001045,C002914,M001,Single Match,2025-02-19,3,43.07,129.21,East Sideline,,Mobile App
T0001046,C002731,M001,Single Match,2024-12-28,2,42.82,85.64,East Sideline,,Online
T0001047,C000484,M001,Season Ticket,2024-11-29,2,42.31,84.62,Club Level,MEMBER,Mobile App
T0001048,C000438,M001,Single Match,2025-02-20,3,43.45,130.35,West Sideline,,Box Office
T0001049,C000297,M001,Single Match,2024-12-25,2,47.43,94.86,West Sideline,,Online
T0001050,C000898,M001,Season Ticket,2024-12-07,2,33.73,67.46,West Sideline,MEMBER,Mobile App
T0001051,C002873,M001,Season Ticket,2024-10-16,2,23.17,46.34,Supporters' End,MEMBER,Online
T0001052,C002516,M001,Season Ticket,2024-11-12,1,32.59,32.59,West Sideline,MEMBER,Online
T0001053,C001728,M001,Season Ticket,2024-12-21,1,21.98,21.98,Supporters' End,MEMBER,Mobile App
T0001054,C003088,M001,Season Ticket,2025-01-24,2,32.52,65.04,West Sideline,MEMBER,Box Office
T0001055,C002456,M001,Season Ticket,2024-08-19,1,30.0,30.0,East Sideline,MEMBER,Mobile App
T0001056,C000160,M001,Season Ticket,2024-09-03,4,31.46,125.84,East Sideline,MEMBER,Mobile App
T0001057,C002130,M001,Season Ticket,2024-08-10,1,44.72,44.72,Club Level,MEMBER,Online
T0001058,C001612,M001,Season Ticket,2024-09-28,1,22.7,22.7,Supporters' End,MEMBER,Mobile App
T0001059,C002114,M001,Season Ticket,2024-10-24,1,23.91,23.91,Supporters' End,MEMBER,Mobile App
T0001060,C000991,M001,Season Ticket,2025-01-25,2,33.73,67.46,West Sideline,MEMBER,Online
T0001061,C002582,M001,Season Ticket,2024-09-13,2,31.34,62.68,East Sideline,MEMBER,Online
T0001062,C000211,M001,Season Ticket,2024-11-23,2,41.16,82.32,Club Level,MEMBER,Sales Representative
T0001063,C000970,M001,Premium,2025-02-03,2,189.76,379.52,Fieldside,,Online
T0001064,C002021,M001,Season Ticket,2025-02-24,4,22.88,91.52,Supporters' End,MEMBER,Sales Representative
T0001065,C000302,M001,Season Ticket,2024-11-25,1,29.99,29.99,East Sideline,MEMBER,Mobile App
T0001066,C000950,M001,Single Match,2025-03-01,2,45.22,90.44,West Sideline,,Online
T0001067,C002721,M001,Season Ticket,2025-02-17,1,30.87,30.87,East Sideline,MEMBER,Mobile App
T0001068,C000784,M001,Group,2025-02-13,12,18.76,225.12,North End,GROUP15,Mobile App
T0001069,C002337,M001,Premium,2025-02-01,2,182.4,364.8,Club Level,,Sales Representative
T0001070,C000919,M001,Premium,2025-02-03,4,204.89,819.56,Fieldside,,Mobile App
T0001071,C001219,M001,Group,2025-01-12,30,19.72,591.6,Family Zone,GROUP15,Online
T0001072,C001383,M001,Season Ticket,2025-01-21,2,29.56,59.12,East Sideline,MEMBER,Online
T0001073,C000022,M001,Group,2025-01-25,16,18.67,298.72,Family Zone,GROUP15,Sales Representative
T0001074,C000833,M001,Season Ticket,2025-02-18,1,31.84,31.84,West Sideline,MEMBER,Online
T0001075,C002430,M001,Season Ticket,2024-11-23,2,34.32,68.64,West Sideline,MEMBER,Mobile App
T0001076,C001293,M001,Single Match,2025-01-12,2,32.85,65.7,Supporters' End,,Mobile App
T0001077,C002898,M001,Season Ticket,2024-08-15,3,33.35,100.05,West Sideline,MEMBER,Online
T0001078,C002886,M001,Season Ticket,2024-12-21,2,44.34,88.68,Club Level,MEMBER,Box Office
T0001079,C000948,M001,Season Ticket,2024-12-03,1,33.54,33.54,West Sideline,MEMBER,Box Office
T0001080,C001897,M001,Season Ticket,2024-10-27,1,23.01,23.01,Supporters' End,MEMBER,Sales Representative
T0001081,C001174,M001,Single Match,2025-01-16,1,31.54,31.54,Supporters' End,,Online
T0001082,C000282,M001,Single Match,2025-01-09,2,39.68,79.36,East Sideline,SUMMIT10,Online
T0001083,C000921,M001,Season Ticket,2025-03-03,2,23.69,47.38,Supporters' End,MEMBER,Mobile App
T0001084,C001563,M001,Season Ticket,2024-09-13,2,43.77,87.54,Club Level,MEMBER,Sales Representative
T0001085,C003176,M001,Single Match,2025-03-04,1,32.47,32.47,Supporters' End,,Mobile App
T0001086,C002232,M001,Single Match,2025-03-05,1,34.79,34.79,Family Zone,,Box Office
T0001087,C001274,M001,Single Match,2025-01-12,3,34.34,103.02,Family Zone,,Online
T0001088,C001488,M001,Season Ticket,2025-01-02,1,34.22,34.22,West Sideline,MEMBER,Sales Representative
T0001089,C003136,M001,Season Ticket,2024-09-13,2,42.98,85.96,Club Level,MEMBER,Online
T0001090,C002460,M001,Premium,2025-02-25,4,195.48,781.92,Fieldside,,Sales Representative
T0001091,C001692,M001,Group,2025-02-28,10,19.36,193.6,North End,GROUP15,Box Office
T0001092,C000664,M001,Season Ticket,2025-02-03,1,30.37,30.37,East Sideline,MEMBER,Online
T0001093,C001752,M001,Single Match,2025-02-08,4,35.43,141.72,Family Zone,,Online
T0001094,C000517,M001,Season Ticket,2024-08-28,1,31.15,31.15,East Sideline,MEMBER,Mobile App
T0001095,C001352,M001,Season Ticket,2024-09-05,1,29.35,29.35,East Sideline,MEMBER,Mobile App
T0001096,C000274,M001,Season Ticket,2025-01-30,2,30.75,61.5,East Sideline,MEMBER,Online
T0001097,C002461,M001,Season Ticket,2024-10-03,1,22.99,22.99,Supporters' End,MEMBER,Mobile App
T0001098,C001443,M001,Season Ticket,2024-11-06,1,24.2,24.2,Supporters' End,MEMBER,Online
T0001099,C001683,M001,Season Ticket,2024-10-01,1,30.99,30.99,East Sideline,MEMBER,Online
T0001100,C000204,M001,Season Ticket,2024-09-05,2,31.35,62.7,East Sideline,MEMBER,Mobile App
T0001101,C000149,M001,Season Ticket,2025-02-04,2,32.22,64.44,East Sideline,MEMBER,Online
T0001102,C000487,M001,Season Ticket,2025-03-05,3,32.31,96.93,East Sideline,MEMBER,Box Office
T0001103,C001181,M001,Season Ticket,2024-09-02,1,34.95,34.95,West Sideline,MEMBER,Online
T0001104,C002626,M001,Single Match,2025-02-28,3,47.82,143.46,West Sideline,,Online
T0001105,C001491,M001,Single Match,2025-02-16,4,45.35,181.4,West Sideline,,Box Office
T0001106,C002217,M001,Season Ticket,2024-09-22,2,23.3,46.6,Supporters' End,MEMBER,Box Office
T0001107,C001808,M001,Season Ticket,2025-02-09,3,23.15,69.45,Supporters' End,MEMBER,Mobile App
T0001108,C002683,M001,Season Ticket,2024-10-14,1,43.63,43.63,Club Level,MEMBER,Online
T0001109,C000156,M001,Season Ticket,2024-11-10,1,32.87,32.87,East Sideline,MEMBER,Online
T0001110,C002596,M001,Season Ticket,2025-02-19,1,42.59,42.59,Club Level,MEMBER,Box Office
T0001111,C000540,M001,Premium,2025-01-28,1,173.03,173.03,Club Level,,Sales Representative
T0001112,C001788,M001,Single Match,2024-12-31,2,32.35,64.7,Supporters' End,,Mobile App
T0001113,C002724,M001,Season Ticket,2025-02-04,1,33.14,33.14,West Sideline,MEMBER,Mobile App
T0001114,C000694,M001,Season Ticket,2024-09-01,2,25.04,50.08,Supporters' End,MEMBER,Mobile App
T0001115,C000559,M001,Season Ticket,2024-09-27,2,22.7,45.4,Supporters' End,MEMBER,Mobile App
T0001116,C002814,M001,Season Ticket,2025-02-23,1,30.76,30.76,East Sideline,MEMBER,Box Office
T0001117,C001655,M001,Season Ticket,2024-11-02,2,23.45,46.9,Supporters' End,MEMBER,Sales Representative
T0001118,C000702,M001,Single Match,2025-01-12,1,33.77,33.77,Supporters' End,,Sales Representative
T0001119,C001705,M001,Single Match,2025-01-29,2,45.88,91.76,East Sideline,,Mobile App
T0001120,C000015,M001,Season Ticket,2025-02-27,1,32.95,32.95,East Sideline,MEMBER,Box Office
T0001121,C001204,M001,Single Match,2025-02-27,2,44.24,88.48,West Sideline,,Online
T0001122,C002487,M001,Single Match,2025-02-01,3,47.53,142.59,East Sideline,,Online
T0001123,C002704,M001,Season Ticket,2024-08-27,2,34.95,69.9,West Sideline,MEMBER,Box Office
T0001124,C002627,M001,Season Ticket,2025-02-21,2,30.79,61.58,East Sideline,MEMBER,Online
T0001125,C001531,M001,Season Ticket,2024-12-23,1,22.67,22.67,Supporters' End,MEMBER,Mobile App
T0001126,C002841,M002,Single Match,2025-03-09,2,31.96,63.92,Supporters' End,,Mobile App
T0001127,C000182,M002,Season Ticket,2025-02-05,1,24.14,24.14,Supporters' End,MEMBER,Sales Representative
T0001128,C000149,M002,Season Ticket,2024-11-02,1,34.09,34.09,West Sideline,MEMBER,Sales Representative
T0001129,C002466,M002,Season Ticket,2024-10-10,1,33.8,33.8,West Sideline,MEMBER,Online
T0001130,C001966,M002,Season Ticket,2024-12-01,2,31.46,62.92,East Sideline,MEMBER,Online
T0001131,C002049,M002,Premium,2025-02-25,2,204.86,409.72,Fieldside,,Mobile App
T0001132,C002070,M002,Single Match,2025-02-05,1,43.44,43.44,East Sideline,,Online
T0001133,C000333,M002,Single Match,2025-03-01,1,36.2,36.2,Family Zone,,Online
T0001134,C000068,M002,Season Ticket,2025-01-30,3,35.37,106.11,West Sideline,MEMBER,Online
T0001135,C000548,M002,Season Ticket,2025-01-15,2,30.98,61.96,East Sideline,MEMBER,Online
T0001136,C002261,M002,Season Ticket,2024-09-03,3,30.7,92.1,East Sideline,MEMBER,Box Office
T0001137,C001977,M002,Season Ticket,2025-03-06,1,35.68,35.68,West Sideline,MEMBER,Mobile App
T0001138,C000818,M002,Single Match,2025-02-16,2,36.2,72.4,Family Zone,,Online
T0001139,C002017,M002,Single Match,2025-02-16,2,50.9,101.8,West Sideline,,Mobile App
T0001140,C000012,M002,Group,2025-01-23,20,20.08,401.6,Family Zone,GROUP15,Sales Representative
T0001141,C000977,M002,Season Ticket,2024-09-29,3,35.4,106.2,West Sideline,MEMBER,Online
T0001142,C000402,M002,Single Match,2025-02-17,1,48.55,48.55,West Sideline,,Box Office
T0001143,C000753,M002,Single Match,2025-02-17,2,34.56,69.12,Supporters' End,,Online
T0001144,C000885,M002,Single Match,2025-02-20,2,46.87,93.74,East Sideline,,Box Office
T0001145,C001458,M002,Season Ticket,2024-08-28,1,33.11,33.11,East Sideline,MEMBER,Box Office
T0001146,C002939,M002,Season Ticket,2025-01-23,1,34.62,34.62,West Sideline,MEMBER,Online
T0001147,C000361,M002,Premium,2025-02-10,1,175.1,175.1,Club Level,,Box Office
T0001148,C000765,M002,Single Match,2025-02-27,2,50.09,100.18,West Sideline,,Mobile App
T0001149,C001923,M002,Season Ticket,2024-11-04,1,33.91,33.91,West Sideline,MEMBER,Online
T0001150,C002483,M002,Group,2025-01-19,20,20.65,413.0,North End,GROUP15,Mobile App
T0001151,C000122,M002,Premium,2025-02-06,1,168.51,168.51,Club Level,FAMILY,Sales Representative
T0001152,C002795,M002,Single Match,2025-01-12,1,36.2,36.2,Supporters' End,,Mobile App
T0001153,C002653,M002,Season Ticket,2025-01-29,1,32.78,32.78,East Sideline,MEMBER,Online
T0001154,C000940,M002,Group,2025-01-06,20,21.31,426.2,North End,GROUP15,Online
T0001155,C001758,M002,Season Ticket,2024-09-04,1,23.12,23.12,Supporters' End,MEMBER,Sales Representative
T0001156,C000698,M002,Season Ticket,2024-09-12,2,32.83,65.66,West Sideline,MEMBER,Mobile App
T0001157,C003100,M002,Single Match,2025-02-28,4,33.2,132.8,Supporters' End,,Box Office
T0001158,C002263,M002,Season Ticket,2024-10-06,1,35.07,35.07,West Sideline,MEMBER,Online
T0001159,C003198,M002,Season Ticket,2024-12-18,2,33.43,66.86,West Sideline,MEMBER,Online
T0001160,C003153,M002,Single Match,2025-01-20,4,47.84,191.36,East Sideline,,Online
T0001161,C002360,M002,Season Ticket,2025-02-16,2,40.87,81.74,Club Level,MEMBER,Online
T0001162,C003035,M002,Season Ticket,2025-02-23,3,31.09,93.27,East Sideline,MEMBER,Online
T0001163,C002006,M002,Season Ticket,2024-11-04,1,31.72,31.72,East Sideline,MEMBER,Online
T0001164,C002621,M002,Single Match,2025-02-19,4,45.81,183.24,East Sideline,,Online
T0001165,C000078,M002,Single Match,2025-03-15,2,35.28,70.56,Supporters' End,,Online
T0001166,C000346,M002,Season Ticket,2025-03-19,1,31.05,31.05,West Sideline,MEMBER,Mobile App
T0001167,C000540,M002,Premium,2025-02-16,6,181.85,1091.1,Club Level,,Online
T0001168,C003038,M002,Season Ticket,2024-11-30,1,32.9,32.9,East Sideline,MEMBER,Online
T0001169,C001342,M002,Group,2025-03-14,10,24.68,246.8,East Sideline,GROUP15,Online
T0001170,C000094,M002,Group,2025-01-04,16,18.84,301.44,North End,GROUP15,Sales Representative
T0001171,C000178,M002,Single Match,2025-03-06,3,47.08,141.24,West Sideline,,Box Office
T0001172,C002685,M002,Single Match,2025-02-26,1,45.79,45.79,East Sideline,,Box Office
T0001173,C001647,M002,Single Match,2025-03-12,2,47.59,95.18,East Sideline,,Mobile App
T0001174,C000237,M002,Season Ticket,2024-10-31,1,31.93,31.93,East Sideline,MEMBER,Online
T0001175,C001520,M002,Single Match,2025-03-07,1,46.22,46.22,East Sideline,,Online
T0001176,C001869,M002,Single Match,2025-02-23,4,45.09,180.36,East Sideline,,Online
T0001177,C003051,M002,Single Match,2025-01-16,2,43.58,87.16,East Sideline,,Mobile App
T0001178,C000994,M002,Single Match,2025-01-23,1,51.2,51.2,West Sideline,,Online
T0001179,C000020,M002,Single Match,2025-02-03,1,37.24,37.24,Supporters' End,,Online
T0001180,C002437,M002,Single Match,2025-03-10,2,37.09,74.18,Family Zone,,Box Office
T0001181,C002157,M002,Single Match,2025-03-17,2,32.68,65.36,Supporters' End,,Online
T0001182,C001941,M002,Single Match,2025-01-31,2,46.72,93.44,West Sideline,,Box Office
T0001183,C001261,M002,Premium,2025-01-09,3,174.68,524.04,Club Level,,Online
T0001184,C001461,M002,Single Match,2025-03-18,1,45.52,45.52,East Sideline,,Box Office
T0001185,C002771,M002,Season Ticket,2024-12-05,1,33.73,33.73,West Sideline,MEMBER,Online
T0001186,C001359,M002,Season Ticket,2024-09-03,1,34.38,34.38,West Sideline,MEMBER,Mobile App
T0001187,C001917,M002,Season Ticket,2024-09-07,2,24.47,48.94,Supporters' End,MEMBER,Box Office
T0001188,C001728,M002,Season Ticket,2024-08-31,3,33.95,101.85,West Sideline,MEMBER,Mobile App
T0001189,C000062,M002,Season Ticket,2024-12-21,2,32.29,64.58,West Sideline,MEMBER,Online
T0001190,C001784,M002,Single Match,2025-02-15,2,29.94,59.88,Supporters' End,SUMMIT10,Online
T0001191,C002895,M002,Single Match,2025-02-05,1,43.36,43.36,West Sideline,FAMILY,Box Office
T0001192,C000189,M002,Season Ticket,2025-01-01,1,30.27,30.27,East Sideline,MEMBER,Online
T0001193,C001285,M002,Premium,2025-01-17,3,205.95,617.85,Fieldside,,Online
T0001194,C002664,M002,Season Ticket,2024-10-12,1,32.52,32.52,East Sideline,MEMBER,Online
T0001195,C000449,M002,Single Match,2025-02-21,3,49.3,147.9,West Sideline,,Online
T0001196,C001463,M002,Season Ticket,2025-01-08,1,34.09,34.09,West Sideline,MEMBER,Mobile App
T0001197,C002678,M002,Single Match,2025-02-25,2,48.44,96.88,West Sideline,,Box Office
T0001198,C000968,M002,Single Match,2025-03-18,2,47.78,95.56,East Sideline,,Box Office
T0001199,C001577,M002,Season Ticket,2024-11-27,2,24.66,49.32,Supporters' End,MEMBER,Mobile App
T0001200,C001072,M002,Season Ticket,2024-10-02,2,32.43,64.86,East Sideline,MEMBER,Mobile App
T0001201,C001173,M002,Single Match,2025-03-19,2,36.2,72.4,Family Zone,,Mobile App
T0001202,C000844,M002,Season Ticket,2024-09-21,2,43.58,87.16,Club Level,MEMBER,Online
T0001203,C000689,M002,Premium,2025-01-14,3,225.29,675.87,Summit Suites,,Online
T0001204,C000314,M002,Single Match,2025-02-17,2,44.0,88.0,East Sideline,,Online
T0001205,C002403,M002,Premium,2025-03-06,1,173.22,173.22,Club Level,SUMMIT10,Box Office
T0001206,C001809,M002,Season Ticket,2025-02-22,3,32.28,96.84,East Sideline,MEMBER,Online
T0001207,C000560,M002,Season Ticket,2024-09-03,3,24.41,73.23,Supporters' End,MEMBER,Mobile App
T0001208,C000734,M002,Season Ticket,2025-03-15,2,21.85,43.7,Supporters' End,MEMBER,Sales Representative
T0001209,C002899,M002,Season Ticket,2024-10-06,3,45.63,136.89,Club Level,MEMBER,Online
T0001210,C001947,M002,Season Ticket,2024-11-30,2,25.2,50.4,Supporters' End,MEMBER,Online
T0001211,C001801,M002,Season Ticket,2024-08-26,2,23.99,47.98,Supporters' End,MEMBER,Mobile App
T0001212,C002638,M002,Season Ticket,2024-11-28,1,23.17,23.17,Supporters' End,MEMBER,Mobile App
T0001213,C001736,M002,Season Ticket,2025-03-16,1,44.66,44.66,Club Level,MEMBER,Mobile App
T0001214,C002040,M002,Season Ticket,2025-02-04,4,23.89,95.56,Supporters' End,MEMBER,Sales Representative
T0001215,C002149,M002,Season Ticket,2024-10-03,3,34.34,103.02,West Sideline,MEMBER,Box Office
T0001216,C001369,M002,Single Match,2025-03-11,3,46.38,139.14,West Sideline,,Box Office
T0001217,C001600,M002,Season Ticket,2024-10-12,1,23.56,23.56,Supporters' End,MEMBER,Box Office
T0001218,C002139,M002,Season Ticket,2025-03-02,2,31.68,63.36,East Sideline,MEMBER,Mobile App
T0001219,C001651,M002,Single Match,2025-03-16,1,46.16,46.16,East Sideline,,Sales Representative
T0001220,C000372,M002,Single Match,2025-01-22,2,46.25,92.5,West Sideline,,Mobile App
T0001221,C001003,M002,Season Ticket,2024-12-05,1,34.42,34.42,East Sideline,MEMBER,Box Office
T0001222,C001575,M002,Single Match,2025-03-15,1,33.88,33.88,Supporters' End,,Box Office
T0001223,C002469,M002,Single Match,2025-03-07,2,45.44,90.88,East Sideline,,Online
T0001224,C002609,M002,Single Match,2025-03-14,2,31.67,63.34,Supporters' End,,Box Office
T0001225,C002604,M002,Season Ticket,2025-02-20,1,33.26,33.26,East Sideline,MEMBER,Mobile App
T0001226,C001843,M002,Premium,2025-03-10,2,232.9,465.8,Summit Suites,,Online
T0001227,C002210,M002,Single Match,2025-02-17,2,37.08,74.16,Family Zone,,Online
T0001228,C002486,M002,Single Match,2025-03-02,1,48.15,48.15,East Sideline,,Online
T0001229,C000971,M002,Season Ticket,2024-11-10,2,32.32,64.64,East Sideline,MEMBER,Mobile App
T0001230,C001317,M002,Single Match,2025-02-15,3,45.39,136.17,East Sideline,,Mobile App
T0001231,C001211,M002,Premium,2025-03-21,1,169.44,169.44,Club Level,,Online
T0001232,C001468,M002,Season Ticket,2024-11-23,2,42.43,84.86,Club Level,MEMBER,Online
T0001233,C000087,M002,Single Match,2025-02-14,2,49.89,99.78,West Sideline,,Online
T0001234,C002665,M002,Single Match,2025-01-22,2,35.88,71.76,Family Zone,,Online
T0001235,C001849,M002,Single Match,2025-03-08,4,42.65,170.6,East Sideline,,Sales Representative
T0001236,C002756,M002,Season Ticket,2024-09-04,1,22.51,22.51,Supporters' End,MEMBER,Online
T0001237,C000482,M002,Season Ticket,2025-03-12,1,31.3,31.3,East Sideline,MEMBER,Mobile App
T0001238,C000803,M002,Season Ticket,2025-03-15,1,44.76,44.76,Club Level,MEMBER,Online
T0001239,C003200,M002,Premium,2025-03-07,4,211.71,846.84,Fieldside,,Mobile App
T0001240,C001489,M002,Season Ticket,2024-12-11,3,32.48,97.44,East Sideline,MEMBER,Box Office
T0001241,C002749,M002,Premium,2025-01-22,2,202.58,405.16,Fieldside,,Online
T0001242,C001645,M002,Single Match,2025-03-16,1,48.11,48.11,West Sideline,,Online
T0001243,C000434,M002,Single Match,2025-01-27,2,50.27,100.54,West Sideline,,Box Office
T0001244,C000085,M002,Single Match,2025-02-03,2,43.9,87.8,West Sideline,WELCOME,Online
T0001245,C001642,M002,Single Match,2025-02-28,2,49.46,98.92,West Sideline,,Mobile App
T0001246,C002784,M002,Season Ticket,2025-03-15,1,44.32,44.32,Club Level,MEMBER,Online
T0001247,C002098,M002,Single Match,2025-03-05,1,43.97,43.97,East Sideline,,Box Office
T0001248,C002759,M002,Season Ticket,2025-03-13,2,31.66,63.32,East Sideline,MEMBER,Online
T0001249,C000808,M002,Season Ticket,2025-03-19,2,34.18,68.36,West Sideline,MEMBER,Box Office
T0001250,C003010,M002,Single Match,2025-01-23,2,33.78,67.56,Supporters' End,,Sales Representative
T0001251,C002419,M002,Single Match,2025-01-30,2,47.36,94.72,East Sideline,,Online
T0001252,C002600,M002,Season Ticket,2025-02-26,2,24.25,48.5,Supporters' End,MEMBER,Online
T0001253,C003003,M002,Season Ticket,2024-11-28,2,24.85,49.7,Supporters' End,MEMBER,Box Office
T0001254,C001429,M002,Premium,2025-02-21,1,183.02,183.02,Club Level,,Online
T0001255,C002114,M002,Season Ticket,2024-09-02,1,43.87,43.87,Club Level,MEMBER,Online
T0001256,C002683,M002,Season Ticket,2024-11-26,3,34.18,102.54,West Sideline,MEMBER,Online
T0001257,C003043,M002,Single Match,2025-03-09,2,45.45,90.9,East Sideline,,Mobile App
T0001258,C002819,M002,Group,2025-01-22,16,19.33,309.28,Family Zone,GROUP15,Online
